Game Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site
129004720131106,11/6/2013,129,47,48,TEAM
522005120131107,11/7/2013,522,51,132,TEAM
529067420131107,11/7/2013,529,674,19,TEAM
716067120131107,11/7/2013,716,671,56,TEAM
367016420131108,11/8/2013,367,164,25,TEAM
721047320131108,11/8/2013,721,473,87,TEAM
9038820131109,11/9/2013,9,388,142,TEAM
27025720131109,11/9/2013,27,257,36,TEAM
28073220131109,11/9/2013,28,732,135,TEAM
30049820131109,11/9/2013,30,498,57,TEAM
31043320131109,11/9/2013,31,433,76,TEAM
37069420131109,11/9/2013,37,694,114,TEAM
67047220131109,11/9/2013,67,472,88,TEAM
77079620131109,11/9/2013,77,796,141,TEAM
96081120131109,11/9/2013,96,811,144,TEAM
110002920131109,11/9/2013,110,29,11,TEAM
157075620131109,11/9/2013,157,756,140,TEAM
231041920131109,11/9/2013,231,419,116,TEAM
234074920131109,11/9/2013,234,749,83,TEAM
277072620131109,11/9/2013,277,726,62,TEAM
288012820131109,11/9/2013,288,128,146,TEAM
301030620131109,11/9/2013,301,306,47,TEAM
312055920131109,11/9/2013,312,559,50,TEAM
327070020131109,11/9/2013,327,700,129,TEAM
328052120131109,11/9/2013,328,521,104,TEAM
365000820131109,11/9/2013,365,8,5,TEAM
430069720131109,11/9/2013,430,697,120,TEAM
434033420131109,11/9/2013,434,334,53,TEAM
463041820131109,11/9/2013,463,418,66,TEAM
466015620131109,11/9/2013,466,156,23,TEAM
490019320131109,11/9/2013,490,193,80,TEAM
513054520131109,11/9/2013,513,545,110,TEAM
523029520131109,11/9/2013,523,295,43,TEAM
539042820131109,11/9/2013,539,428,153,TEAM
626063020131109,11/9/2013,626,630,18,TEAM
657010720131109,11/9/2013,657,107,12,TEAM
663014020131109,11/9/2013,663,140,97,TEAM
664036620131109,11/9/2013,664,366,59,TEAM
688039220131109,11/9/2013,688,392,64,TEAM
695040420131109,11/9/2013,695,404,115,TEAM
698031120131109,11/9/2013,698,311,40,TEAM
703076820131109,11/9/2013,703,768,143,TEAM
704049720131109,11/9/2013,704,497,160,TEAM
718070620131109,11/9/2013,718,706,130,TEAM
719019620131109,11/9/2013,719,196,81,TEAM
731046520131109,11/9/2013,731,465,89,TEAM
736023520131109,11/9/2013,736,235,27,TEAM
742041520131109,11/9/2013,742,415,30,TEAM
746045720131109,11/9/2013,746,457,78,TEAM
772072520131109,11/9/2013,772,725,93,TEAM
774020420131109,11/9/2013,774,204,71,TEAM
86070920131112,11/12/2013,86,709,102,TEAM
519007120131112,11/12/2013,519,71,96,TEAM
47050320131113,11/13/2013,47,503,45,TEAM
414033120131113,11/13/2013,414,331,100,TEAM
255014720131114,11/14/2013,255,147,112,TEAM
388071920131114,11/14/2013,388,719,105,TEAM
756011020131115,11/15/2013,756,110,15,TEAM
5040020131116,11/16/2013,5,400,163,TEAM
8043020131116,11/16/2013,8,430,77,TEAM
9019620131116,11/16/2013,9,196,81,TEAM
107015720131116,11/16/2013,107,157,20,TEAM
128069020131116,11/16/2013,128,690,109,TEAM
129077420131116,11/16/2013,129,774,69,TEAM
140058720131116,11/16/2013,140,587,86,TEAM
156047320131116,11/16/2013,156,473,87,TEAM
164066320131116,11/16/2013,164,663,122,TEAM
229066420131116,11/16/2013,229,664,75,TEAM
231070420131116,11/16/2013,231,704,124,TEAM
235064820131116,11/16/2013,235,648,113,TEAM
257003720131116,11/16/2013,257,37,1,TEAM
288036720131116,11/16/2013,288,367,54,TEAM
294007720131116,11/16/2013,294,77,134,TEAM
306079620131116,11/16/2013,306,796,141,TEAM
311052220131116,11/16/2013,311,522,103,TEAM
334073620131116,11/16/2013,334,736,117,TEAM
366057420131116,11/16/2013,366,574,127,TEAM
392074220131116,11/16/2013,392,742,136,TEAM
404065120131116,11/16/2013,404,651,35,TEAM
415019320131116,11/16/2013,415,193,80,TEAM
416046320131116,11/16/2013,416,463,84,TEAM
418050920131116,11/16/2013,418,509,46,TEAM
457054520131116,11/16/2013,457,545,110,TEAM
490006720131116,11/16/2013,490,67,61,TEAM
518030120131116,11/16/2013,518,301,44,TEAM
521070320131116,11/16/2013,521,703,119,TEAM
528002820131116,11/16/2013,528,28,10,TEAM
559053920131116,11/16/2013,559,539,111,TEAM
626027720131116,11/16/2013,626,277,39,TEAM
630046620131116,11/16/2013,630,466,90,TEAM
646072620131116,11/16/2013,646,726,62,TEAM
670003020131116,11/16/2013,670,30,7,TEAM
671025420131116,11/16/2013,671,254,38,TEAM
674065720131116,11/16/2013,674,657,14,TEAM
688023420131116,11/16/2013,688,234,33,TEAM
698032720131116,11/16/2013,698,327,52,TEAM
700005120131116,11/16/2013,700,51,155,NEUTRAL
716043320131116,11/16/2013,716,433,76,TEAM
732052920131116,11/16/2013,732,529,108,TEAM
754002920131116,11/16/2013,754,29,11,TEAM
768032820131116,11/16/2013,768,328,51,TEAM
811006620131116,11/16/2013,811,66,42,TEAM
86041420131119,11/19/2013,86,414,101,TEAM
331051920131119,11/19/2013,331,519,95,TEAM
503070920131120,11/20/2013,503,709,102,TEAM
465072120131121,11/21/2013,465,721,21,TEAM
574000920131121,11/21/2013,574,9,2,TEAM
587012820131121,11/21/2013,587,128,146,TEAM
726063020131122,11/22/2013,726,630,18,TEAM
6025520131123,11/23/2013,6,255,37,TEAM
28011020131123,11/23/2013,28,110,15,TEAM
51052120131123,11/23/2013,51,521,104,TEAM
66062620131123,11/23/2013,66,626,16,TEAM
67039220131123,11/23/2013,67,392,64,TEAM
71020420131123,11/23/2013,71,204,71,TEAM
77051320131123,11/23/2013,77,513,49,TEAM
107067420131123,11/23/2013,107,674,19,TEAM
140028820131123,11/23/2013,140,288,127,NEUTRAL
141014720131123,11/23/2013,141,147,112,TEAM
149064820131123,11/23/2013,149,648,113,TEAM
156073120131123,11/23/2013,156,731,133,TEAM
164069020131123,11/23/2013,164,690,109,TEAM
193074920131123,11/23/2013,193,749,83,TEAM
196049020131123,11/23/2013,196,490,82,TEAM
253023520131123,11/23/2013,253,235,27,TEAM
254003020131123,11/23/2013,254,30,7,TEAM
277081120131123,11/23/2013,277,811,144,TEAM
295023420131123,11/23/2013,295,234,33,TEAM
301055920131123,11/23/2013,301,559,50,TEAM
306051820131123,11/23/2013,306,518,99,TEAM
328031120131123,11/23/2013,328,311,40,TEAM
334025720131123,11/23/2013,334,257,36,TEAM
388023120131123,11/23/2013,388,231,31,TEAM
400012920131123,11/23/2013,400,129,70,TEAM
404036720131123,11/23/2013,404,367,54,TEAM
416050920131123,11/23/2013,416,509,46,TEAM
418031220131123,11/23/2013,418,312,41,TEAM
419066420131123,11/23/2013,419,664,75,TEAM
430003120131123,11/23/2013,430,31,8,TEAM
434043320131123,11/23/2013,434,433,76,TEAM
463053920131123,11/23/2013,463,539,111,TEAM
472022920131123,11/23/2013,472,229,159,TEAM
473009620131123,11/23/2013,473,96,13,TEAM
498064620131123,11/23/2013,498,646,3,TEAM
522032720131123,11/23/2013,522,327,52,TEAM
523045720131123,11/23/2013,523,457,78,TEAM
529002920131123,11/23/2013,529,29,11,TEAM
545068820131123,11/23/2013,545,688,92,TEAM
657015720131123,11/23/2013,657,157,20,TEAM
663065120131123,11/23/2013,663,651,35,TEAM
693000820131123,11/23/2013,693,8,5,TEAM
697036520131123,11/23/2013,697,365,55,TEAM
704071820131123,11/23/2013,704,718,58,TEAM
706049720131123,11/23/2013,706,497,160,TEAM
719036620131123,11/23/2013,719,366,59,TEAM
732075420131123,11/23/2013,732,754,138,TEAM
736069420131123,11/23/2013,736,694,114,TEAM
746041520131123,11/23/2013,746,415,30,TEAM
756052820131123,11/23/2013,756,528,107,TEAM
772067020131123,11/23/2013,772,670,131,TEAM
796042820131123,11/23/2013,796,428,153,TEAM
774050320131126,11/26/2013,774,503,45,TEAM
433043020131128,11/28/2013,433,430,77,TEAM
700070320131128,11/28/2013,700,703,119,TEAM
31036520131129,11/29/2013,31,365,55,TEAM
71008620131129,11/29/2013,71,86,166,NEUTRAL
96063020131129,11/29/2013,96,630,18,TEAM
196038820131129,11/29/2013,196,388,142,TEAM
204012920131129,11/29/2013,204,129,70,TEAM
231022920131129,11/29/2013,231,229,159,TEAM
312046320131129,11/29/2013,312,463,84,TEAM
400051920131129,11/29/2013,400,519,95,TEAM
414004720131129,11/29/2013,414,47,48,TEAM
415054520131129,11/29/2013,415,545,110,TEAM
528052920131129,11/29/2013,528,529,108,TEAM
651012820131129,11/29/2013,651,128,146,TEAM
663028820131129,11/29/2013,663,288,128,TEAM
670071620131129,11/29/2013,670,716,4,TEAM
709000520131129,11/29/2013,709,5,154,TEAM
754075620131129,11/29/2013,754,756,140,TEAM
8003720131130,11/30/2013,8,37,1,TEAM
29002820131130,11/30/2013,29,28,10,TEAM
30077220131130,11/30/2013,30,772,148,TEAM
51069820131130,11/30/2013,51,698,125,TEAM
67068820131130,11/30/2013,67,688,92,TEAM
77046620131130,11/30/2013,77,466,90,TEAM
110065720131130,11/30/2013,110,657,14,TEAM
147064820131130,11/30/2013,147,648,113,TEAM
157073220131130,11/30/2013,157,732,135,TEAM
193045720131130,11/30/2013,193,457,78,TEAM
234023520131130,11/30/2013,234,235,27,TEAM
257025520131130,11/30/2013,257,255,37,TEAM
295047220131130,11/30/2013,295,472,88,TEAM
311076820131130,11/30/2013,311,768,143,TEAM
327032820131130,11/30/2013,327,328,51,TEAM
366070620131130,11/30/2013,366,706,130,TEAM
392049020131130,11/30/2013,392,490,82,TEAM
428041620131130,11/30/2013,428,416,68,TEAM
473006620131130,11/30/2013,473,66,42,TEAM
497071920131130,11/30/2013,497,719,105,TEAM
498067120131130,11/30/2013,498,671,56,TEAM
509030120131130,11/30/2013,509,301,44,TEAM
513067420131130,11/30/2013,513,674,19,TEAM
518041820131130,11/30/2013,518,418,66,TEAM
539079620131130,11/30/2013,539,796,141,TEAM
559030620131130,11/30/2013,559,306,47,TEAM
587016420131130,11/30/2013,587,164,25,TEAM
626046520131130,11/30/2013,626,465,89,TEAM
646025420131130,11/30/2013,646,254,38,TEAM
664000920131130,11/30/2013,664,9,2,TEAM
690040420131130,11/30/2013,690,404,115,TEAM
694033420131130,11/30/2013,694,334,53,TEAM
697043420131130,11/30/2013,697,434,73,TEAM
704041920131130,11/30/2013,704,419,116,TEAM
718057420131130,11/30/2013,718,574,127,TEAM
721015620131130,11/30/2013,721,156,23,TEAM
725027720131130,11/30/2013,725,277,39,TEAM
742074620131130,11/30/2013,742,746,137,TEAM
749073620131130,11/30/2013,749,736,117,TEAM
811073120131130,11/30/2013,811,731,133,TEAM
367014020131205,12/5/2013,367,140,97,TEAM
71050320131206,12/6/2013,71,503,67,NEUTRAL
128066320131207,12/7/2013,128,663,122,TEAM
193023420131207,12/7/2013,193,234,79,NEUTRAL
388057420131207,12/7/2013,388,574,127,TEAM
404016420131207,12/7/2013,404,164,25,TEAM
434003720131207,12/7/2013,434,37,38,NEUTRAL
518041620131207,12/7/2013,518,416,162,NEUTRAL
522052120131207,12/7/2013,522,521,104,TEAM
651058720131207,12/7/2013,651,587,86,TEAM
671064620131207,12/7/2013,671,646,3,TEAM
674002820131207,12/7/2013,674,28,10,TEAM
703005120131207,12/7/2013,703,51,132,TEAM
731009620131207,12/7/2013,731,96,13,TEAM
725072620131214,12/14/2013,725,726,109,NEUTRAL
86062620131221,12/21/2013,86,626,42,NEUTRAL
96065720131221,12/21/2013,96,657,89,NEUTRAL
718067120131221,12/21/2013,718,671,58,NEUTRAL
754015620131221,12/21/2013,754,156,87,NEUTRAL
519019620131223,12/23/2013,519,196,151,NEUTRAL
66052820131224,12/24/2013,66,528,39,NEUTRAL
545007120131226,12/26/2013,545,71,67,NEUTRAL
731050320131226,12/26/2013,731,503,16,NEUTRAL
77075620131227,12/27/2013,77,756,17,NEUTRAL
388039220131227,12/27/2013,388,392,62,NEUTRAL
688042820131227,12/27/2013,688,428,128,NEUTRAL
140045720131228,12/28/2013,140,457,79,NEUTRAL
415036720131228,12/28/2013,415,367,32,NEUTRAL
418032720131228,12/28/2013,418,327,10,NEUTRAL
587051320131228,12/28/2013,587,513,158,NEUTRAL
28070020131230,12/30/2013,28,700,16,NEUTRAL
419072620131230,12/30/2013,419,726,125,NEUTRAL
433025520131230,12/30/2013,433,255,118,NEUTRAL
529070320131230,12/30/2013,529,703,130,NEUTRAL
29006720131231,12/31/2013,29,67,60,NEUTRAL
193069720131231,12/31/2013,193,697,38,NEUTRAL
574043020131231,12/31/2013,574,430,115,NEUTRAL
742011020131231,12/31/2013,742,110,124,NEUTRAL
128005120140101,1/1/2014,128,51,145,NEUTRAL
312036520140101,1/1/2014,312,365,35,NEUTRAL
463025720140101,1/1/2014,463,257,28,NEUTRAL
465049720140101,1/1/2014,465,497,121,NEUTRAL
674041620140101,1/1/2014,674,416,15,NEUTRAL
796064820140101,1/1/2014,796,648,32,NEUTRAL
522000820140102,1/2/2014,522,8,58,NEUTRAL
147051820140103,1/3/2014,147,518,30,NEUTRAL
521043420140103,1/3/2014,521,434,155,NEUTRAL
736028820140104,1/4/2014,736,288,2,NEUTRAL
30004720140105,1/5/2014,30,47,3,NEUTRAL
37023420140106,1/6/2014,37,234,15,NEUTRAL
